"binding","objOfProp","label"
"http://dbpedia.org/resource/Central_Park_(TV_series)","http://dbpedia.org/resource/Loren_Bouchard","Loren Bouchard"
"http://dbpedia.org/resource/Cranford_(TV_series)","http://dbpedia.org/resource/Sue_Birtwistle","Sue Birtwistle"
"http://dbpedia.org/resource/Avanti_un_altro!","http://dbpedia.org/resource/Paolo_Bonolis","Paolo Bonolis"
"http://dbpedia.org/resource/Lucy,_the_Daughter_of_the_Devil","http://dbpedia.org/resource/Loren_Bouchard","Loren Bouchard"
"http://dbpedia.org/resource/Hieroglyph_(TV_series)","http://dbpedia.org/resource/Travis_Beacham","Travis Beacham"
"http://dbpedia.org/resource/Home_Movies_(TV_series)","http://dbpedia.org/resource/Loren_Bouchard","Loren Bouchard"
"http://dbpedia.org/resource/Pandemonium_(TV_series)","http://dbpedia.org/resource/Tom_Basden","Tom Basden"
"http://dbpedia.org/resource/Trust_(American_TV_series)","http://dbpedia.org/resource/Simon_Beaufoy","Simon Beaufoy"
"http://dbpedia.org/resource/Polychrome_(Oz)","http://dbpedia.org/resource/L._Frank_Baum","L. Frank Baum"
"http://dbpedia.org/resource/Ciao_Darwin","http://dbpedia.org/resource/Paolo_Bonolis","Paolo Bonolis"
"http://dbpedia.org/resource/Shut_Eye","http://dbpedia.org/resource/Leslie_Bohem","Leslie Bohem"
"http://dbpedia.org/resource/Sœur_Thérèse.com","http://dbpedia.org/resource/Michel_Blanc","Michel Blanc"
"http://dbpedia.org/resource/Dil_Jaise_Dhadke..._Dhadakne_Do","http://dbpedia.org/resource/Mahesh_Bhatt","Mahesh Bhatt"
"http://dbpedia.org/resource/Mongo_Wrestling_Alliance","http://dbpedia.org/resource/Tommy_Blacha","Tommy Blacha"
"http://dbpedia.org/resource/Return_to_Cranford","http://dbpedia.org/resource/Sue_Birtwistle","Sue Birtwistle"
"http://dbpedia.org/resource/All_That","http://dbpedia.org/resource/Brian_Robbins","Brian Robbins"
"http://dbpedia.org/resource/Rome_(TV_series)","http://dbpedia.org/resource/Bruno_Heller","Bruno Heller"
"http://dbpedia.org/resource/My_Secret_Identity","http://dbpedia.org/resource/Brian_Levant","Brian Levant"
"http://dbpedia.org/resource/Batman:_The_Animated_Series","http://dbpedia.org/resource/Bruce_Timm","Bruce Timm"
"http://dbpedia.org/resource/Billions_(TV_series)","http://dbpedia.org/resource/Brian_Koppelman","Brian Koppelman"
"http://dbpedia.org/resource/Brian_O'Brian","http://dbpedia.org/resource/Brian_Stepanek","Brian Stepanek"
"http://dbpedia.org/resource/The_New_Batman_Adventures","http://dbpedia.org/resource/Bruce_Timm","Bruce Timm"
"http://dbpedia.org/resource/Redwall_(TV_series)","http://dbpedia.org/resource/Brian_Jacques","Brian Jacques"
"http://dbpedia.org/resource/Book_TV","http://dbpedia.org/resource/Brian_Lamb","Brian Lamb"
"http://dbpedia.org/resource/AwesomenessTV_(TV_series)","http://dbpedia.org/resource/Brian_Robbins","Brian Robbins"
"http://dbpedia.org/resource/Freakazoid!","http://dbpedia.org/resource/Bruce_Timm","Bruce Timm"
"http://dbpedia.org/resource/Mr._Freeze","http://dbpedia.org/resource/Bruce_Timm","Bruce Timm"
"http://dbpedia.org/resource/One_Day_at_a_Time_(1975_TV_series)","http://dbpedia.org/resource/Whitney_Blake","Whitney Blake"
"http://dbpedia.org/resource/Batman_Beyond","http://dbpedia.org/resource/Bruce_Timm","Bruce Timm"
"http://dbpedia.org/resource/Tilt_(American_TV_series)","http://dbpedia.org/resource/Brian_Koppelman","Brian Koppelman"
"http://dbpedia.org/resource/Cousin_Skeeter","http://dbpedia.org/resource/Brian_Robbins","Brian Robbins"
"http://dbpedia.org/resource/The_Spaghetti_Family","http://dbpedia.org/resource/Bruno_Bozzetto","Bruno Bozzetto"
"http://dbpedia.org/resource/Glory_Daze_(TV_series)","http://dbpedia.org/resource/Walt_Becker","Walt Becker"
"http://dbpedia.org/resource/Tattingers","http://dbpedia.org/resource/Bruce_Paltrow","Bruce Paltrow"
"http://dbpedia.org/resource/The_White_Shadow_(TV_series)","http://dbpedia.org/resource/Bruce_Paltrow","Bruce Paltrow"
"http://dbpedia.org/resource/The_Secret_Life_of_Couples","http://dbpedia.org/resource/Bruna_Lombardi","Bruna Lombardi"
"http://dbpedia.org/resource/Carnival_Row","http://dbpedia.org/resource/Travis_Beacham","Travis Beacham"
"http://dbpedia.org/resource/All_of_Us","http://dbpedia.org/resource/Jada_Pinkett_Smith","Jada Pinkett Smith"
"http://dbpedia.org/resource/An_Inspector_Calls_(TV_series)","http://dbpedia.org/resource/J._B._Priestley","John Boynton Priestley"
"http://dbpedia.org/resource/Justice_for_All_with_Judge_Cristina_Perez","http://dbpedia.org/resource/Byron_Allen","Byron Allen"
"http://dbpedia.org/resource/Entertainers_with_Byron_Allen","http://dbpedia.org/resource/Byron_Allen","Byron Allen"
"http://dbpedia.org/resource/Every_Woman","http://dbpedia.org/resource/Byron_Allen","Byron Allen"
"http://dbpedia.org/resource/The_Young_Person's_Guide_to_Becoming_a_Rock_Star","http://dbpedia.org/resource/Bryan_Elsley","Bryan Elsley"
"http://dbpedia.org/resource/Who_Wants_to_Date_a_Comedian%3F","http://dbpedia.org/resource/Byron_Allen","Byron Allen"
"http://dbpedia.org/resource/Quark_(TV_series)","http://dbpedia.org/resource/Buck_Henry","Buck Henry"
"http://dbpedia.org/resource/The_Chronicles_of_Narnia_(TV_series)","http://dbpedia.org/resource/C._S._Lewis","C. S. Lewis"
"http://dbpedia.org/resource/The_Young_Icons","http://dbpedia.org/resource/Byron_Allen","Byron Allen"
"http://dbpedia.org/resource/Dead_Like_Me","http://dbpedia.org/resource/Bryan_Fuller","Bryan Fuller"
"http://dbpedia.org/resource/Pushing_Daisies","http://dbpedia.org/resource/Bryan_Fuller","Bryan Fuller"
"http://dbpedia.org/resource/Fred_Penner's_Place","http://dbpedia.org/resource/Fred_Penner","Fred Penner"
"http://dbpedia.org/resource/Star_Trek:_Discovery","http://dbpedia.org/resource/Bryan_Fuller","Bryan Fuller"
"http://dbpedia.org/resource/The_Defenders_(miniseries)","http://dbpedia.org/resource/Doug_Petrie","Douglas Petrie"
"http://dbpedia.org/resource/Birthcare_Center","http://dbpedia.org/resource/CJ_ENM","CJ ENM"
"http://dbpedia.org/resource/Maude_(TV_series)","http://dbpedia.org/resource/Bud_Yorkin","Bud Yorkin"
"http://dbpedia.org/resource/Missing_(2012_TV_series)","http://dbpedia.org/resource/Gregory_Poirier","Gregory Poirier"
"http://dbpedia.org/resource/The_Mentalist","http://dbpedia.org/resource/Bruno_Heller","Bruno Heller"
"http://dbpedia.org/resource/The_American_Athlete","http://dbpedia.org/resource/Byron_Allen","Byron Allen"
"http://dbpedia.org/resource/Ernie_Pike","http://dbpedia.org/resource/Hugo_Pratt","Hugo Pratt"
"http://dbpedia.org/resource/Family_(1976_TV_series)","http://dbpedia.org/resource/Jay_Presson_Allen","Jay Presson Allen"
"http://dbpedia.org/resource/The_First_Family_(TV_series)","http://dbpedia.org/resource/Byron_Allen","Byron Allen"
"http://dbpedia.org/resource/Get_Smart","http://dbpedia.org/resource/Buck_Henry","Buck Henry"
"http://dbpedia.org/resource/Kiss_Me_First_(TV_series)","http://dbpedia.org/resource/Bryan_Elsley","Bryan Elsley"
"http://dbpedia.org/resource/Mr._Box_Office","http://dbpedia.org/resource/Byron_Allen","Byron Allen"
"http://dbpedia.org/resource/America's_Court_with_Judge_Ross","http://dbpedia.org/resource/Byron_Allen","Byron Allen"
"http://dbpedia.org/resource/Comics_Unleashed","http://dbpedia.org/resource/Byron_Allen","Byron Allen"
"http://dbpedia.org/resource/Wonderfalls","http://dbpedia.org/resource/Bryan_Fuller","Bryan Fuller"
"http://dbpedia.org/resource/Skins_(American_TV_series)","http://dbpedia.org/resource/Bryan_Elsley","Bryan Elsley"
"http://dbpedia.org/resource/Skins_(British_TV_series)","http://dbpedia.org/resource/Bryan_Elsley","Bryan Elsley"
"http://dbpedia.org/resource/Captain_Nice","http://dbpedia.org/resource/Buck_Henry","Buck Henry"
"http://dbpedia.org/resource/Star_Trek:_Short_Treks","http://dbpedia.org/resource/Bryan_Fuller","Bryan Fuller"
"http://dbpedia.org/resource/Legend_(TV_series)","http://dbpedia.org/resource/Michael_Piller","Michael Piller"
"http://dbpedia.org/resource/The_Leftovers_(TV_series)","http://dbpedia.org/resource/Tom_Perrotta","Tom Perrotta"
"http://dbpedia.org/resource/Rake_(Australian_TV_series)","http://dbpedia.org/resource/Peter_Duncan_(director)","Peter Duncan (regista)"
"http://dbpedia.org/resource/Fox_New_Year's_Eve_specials","http://dbpedia.org/resource/Pitbull_(rapper)","Pitbull (rapper)"
"http://dbpedia.org/resource/Making_the_Band","http://dbpedia.org/resource/Lou_Pearlman","Lou Pearlman"
"http://dbpedia.org/resource/Backstage_(Canadian_TV_series)","http://dbpedia.org/resource/Jennifer_Pertsch","Jennifer Pertsch"
"http://dbpedia.org/resource/Britain's_Worst_Celebrity_Driver","http://dbpedia.org/resource/Quentin_Willson","Quentin Willson"
"http://dbpedia.org/resource/Britain's_Worst_Driver","http://dbpedia.org/resource/Quentin_Willson","Quentin Willson"
"http://dbpedia.org/resource/Peyton_Place_(TV_series)","http://dbpedia.org/resource/Peyton_Place_(novel)","I peccati di Peyton Place"
"http://dbpedia.org/resource/Stoked_(TV_series)","http://dbpedia.org/resource/Jennifer_Pertsch","Jennifer Pertsch"
"http://dbpedia.org/resource/Total_Drama","http://dbpedia.org/resource/Jennifer_Pertsch","Jennifer Pertsch"
"http://dbpedia.org/resource/The_History_of_Rock_'n'_Roll","http://dbpedia.org/resource/Quincy_Jones","Quincy Jones"
"http://dbpedia.org/resource/The_Last_O.G.","http://dbpedia.org/resource/Jordan_Peele","Jordan Peele"
"http://dbpedia.org/resource/Star_Trek:_Deep_Space_Nine","http://dbpedia.org/resource/Michael_Piller","Michael Piller"
"http://dbpedia.org/resource/Star_Trek:_Voyager","http://dbpedia.org/resource/Michael_Piller","Michael Piller"
"http://dbpedia.org/resource/6teen","http://dbpedia.org/resource/Jennifer_Pertsch","Jennifer Pertsch"
"http://dbpedia.org/resource/The_Crown_(TV_series)","http://dbpedia.org/resource/Peter_Morgan","Peter Morgan"
"http://dbpedia.org/resource/Messiah_(American_TV_series)","http://dbpedia.org/resource/Michael_Petroni","Michael Petroni"
"http://dbpedia.org/resource/Mindhunter_(TV_series)","http://dbpedia.org/resource/Joe_Penhall","Joe Penhall"
"http://dbpedia.org/resource/Miracles_(TV_series)","http://dbpedia.org/resource/Michael_Petroni","Michael Petroni"
"http://dbpedia.org/resource/Vibe_(talk_show)","http://dbpedia.org/resource/Quincy_Jones","Quincy Jones"
"http://dbpedia.org/resource/Weird_City_(TV_series)","http://dbpedia.org/resource/Jordan_Peele","Jordan Peele"
"http://dbpedia.org/resource/Total_Drama_Presents:_The_Ridonculous_Race","http://dbpedia.org/resource/Jennifer_Pertsch","Jennifer Pertsch"
"http://dbpedia.org/resource/Lush_Life_(TV_series)","http://dbpedia.org/resource/Lori_Petty","Lori Petty"
"http://dbpedia.org/resource/Machair_(TV_series)","http://dbpedia.org/resource/Peter_May_(writer)","Peter May (scrittore)"
"http://dbpedia.org/resource/El_Candidato_(TV_series)","http://dbpedia.org/resource/Peter_Blake_(writer)","Peter Blake"
"http://dbpedia.org/resource/Total_DramaRama","http://dbpedia.org/resource/Jennifer_Pertsch","Jennifer Pertsch"
"http://dbpedia.org/resource/Hothouse_(TV_series)","http://dbpedia.org/resource/Jay_Presson_Allen","Jay Presson Allen"
"http://dbpedia.org/resource/American_Inventor","http://dbpedia.org/resource/Peter_Jones_(entrepreneur)","Peter Jones (imprenditore)"
"http://dbpedia.org/resource/The_Naked_Brothers_Band_(TV_series)","http://dbpedia.org/resource/Polly_Draper","Polly Draper"
"http://dbpedia.org/resource/Mujer,_Casos_de_la_Vida_Real","http://dbpedia.org/resource/Silvia_Pinal","Silvia Pinal"
"http://dbpedia.org/resource/Squadron_(TV_series)","http://dbpedia.org/resource/Peter_May_(writer)","Peter May (scrittore)"
"http://dbpedia.org/resource/Heading_Out","http://dbpedia.org/resource/Sue_Perkins","Sue Perkins"
"http://dbpedia.org/resource/Wildfire_(2005_TV_series)","http://dbpedia.org/resource/Michael_Piller","Michael Piller"
"http://dbpedia.org/resource/Key_&_Peele","http://dbpedia.org/resource/Jordan_Peele","Jordan Peele"
"http://dbpedia.org/resource/The_Gordin_Cell","http://dbpedia.org/resource/Daniel_Syrkin","Daniel Syrkin"
"http://dbpedia.org/resource/Mrs._Fletcher","http://dbpedia.org/resource/Tom_Perrotta","Tom Perrotta"
"http://dbpedia.org/resource/The_Richard_Pryor_Show","http://dbpedia.org/resource/Richard_Pryor","Richard Pryor"
"http://dbpedia.org/resource/The_Princes_of_Malibu","http://dbpedia.org/resource/Spencer_Pratt","Spencer Pratt"
"http://dbpedia.org/resource/Spaced","http://dbpedia.org/resource/Simon_Pegg","Simon Pegg"
"http://dbpedia.org/resource/Steven_Universe","http://dbpedia.org/resource/Rebecca_Sugar","Rebecca Sugar"
"http://dbpedia.org/resource/Twentyfourseven","http://dbpedia.org/resource/Kevin_Tancharoen","Kevin Tancharoen"
"http://dbpedia.org/resource/Wildlife_SOS_(TV_series)","http://dbpedia.org/resource/Stephen_Fry","Stephen Fry"
"http://dbpedia.org/resource/The_Crystal_Cube","http://dbpedia.org/resource/Stephen_Fry","Stephen Fry"
"http://dbpedia.org/resource/Porky_Pig","http://dbpedia.org/resource/Frank_Tashlin","Frank Tashlin"
"http://dbpedia.org/resource/SAV_des_émissions","http://dbpedia.org/resource/Omar_Sy","Omar Sy"
"http://dbpedia.org/resource/A_Bit_of_Fry_&_Laurie","http://dbpedia.org/resource/Stephen_Fry","Stephen Fry"
"http://dbpedia.org/resource/DanceLife","http://dbpedia.org/resource/Kevin_Tancharoen","Kevin Tancharoen"
"http://dbpedia.org/resource/Agents_of_S.H.I.E.L.D.","http://dbpedia.org/resource/Maurissa_Tancharoen","Maurissa Tancharoen"
"http://dbpedia.org/resource/Easy_(TV_series)","http://dbpedia.org/resource/Joe_Swanberg","Joe Swanberg"
"http://dbpedia.org/resource/Steven_Universe_Future","http://dbpedia.org/resource/Rebecca_Sugar","Rebecca Sugar"
"http://dbpedia.org/resource/Goosebumps_(TV_series)","http://dbpedia.org/resource/R._L._Stine","Robert Lawrence Stine"
"http://dbpedia.org/resource/Saban's_Gulliver's_Travels","http://dbpedia.org/resource/Jonathan_Swift","Richard Steele"
"http://dbpedia.org/resource/Saban's_Gulliver's_Travels","http://dbpedia.org/resource/Jonathan_Swift","Jonathan Swift"
"http://dbpedia.org/resource/The_Carmichael_Show","http://dbpedia.org/resource/Nicholas_Stoller","Nicholas Stoller"
"http://dbpedia.org/resource/The_Nightmare_Room","http://dbpedia.org/resource/R._L._Stine","Robert Lawrence Stine"
"http://dbpedia.org/resource/Dr._Horrible's_Sing-Along_Blog","http://dbpedia.org/resource/Maurissa_Tancharoen","Maurissa Tancharoen"
"http://dbpedia.org/resource/The_Cases_of_Eddie_Drake","http://dbpedia.org/resource/Herbert_L._Strock","Herbert L. Strock"
"http://dbpedia.org/resource/The_Real_Bros_of_Simi_Valley","http://dbpedia.org/resource/Jimmy_Tatro","Jimmy Tatro"
"http://dbpedia.org/resource/Behind_Her_Eyes_(TV_series)","http://dbpedia.org/resource/Steve_Lightfoot","Steve Lightfoot"
"http://dbpedia.org/resource/The_Punisher_(TV_series)","http://dbpedia.org/resource/Steve_Lightfoot","Steve Lightfoot"
"http://dbpedia.org/resource/The_Dead_Zone_(TV_series)","http://dbpedia.org/resource/Stephen_King","Stephen King"
"http://dbpedia.org/resource/Golden_Years_(miniseries)","http://dbpedia.org/resource/Stephen_King","Stephen King"
"http://dbpedia.org/resource/Honey,_I_Shrunk_the_Kids:_The_TV_Show","http://dbpedia.org/resource/Stuart_Gordon","Stuart Gordon"
"http://dbpedia.org/resource/Leo_&_Liz_in_Beverly_Hills","http://dbpedia.org/resource/Steve_Martin","Steve Martin (attore)"
"http://dbpedia.org/resource/Little_Big_Shots","http://dbpedia.org/resource/Steve_Harvey","Steve Harvey"
"http://dbpedia.org/resource/Little_Big_Shots_(British_TV_series)","http://dbpedia.org/resource/Steve_Harvey","Steve Harvey"
"http://dbpedia.org/resource/Little_Big_Shots_(Philippine_TV_series)","http://dbpedia.org/resource/Steve_Harvey","Steve Harvey"
"http://dbpedia.org/resource/Nightmares_&_Dreamscapes:_From_the_Stories_of_Stephen_King","http://dbpedia.org/resource/Stephen_King","Stephen King"
"http://dbpedia.org/resource/Only_Murders_in_the_Building","http://dbpedia.org/resource/Steve_Martin","Steve Martin (attore)"
"http://dbpedia.org/resource/Stephen_King's_Desperation","http://dbpedia.org/resource/Stephen_King","Stephen King"
"http://dbpedia.org/resource/Parrot_Sketch_Not_Included_–_20_Years_of_Monty_Python","http://dbpedia.org/resource/Terry_Gilliam","Terry Gilliam"
"http://dbpedia.org/resource/Parrot_Sketch_Not_Included_–_20_Years_of_Monty_Python","http://dbpedia.org/resource/Terry_Jones","Terry Jones"
"http://dbpedia.org/resource/Monty_Python's_Personal_Best","http://dbpedia.org/resource/Terry_Gilliam","Terry Gilliam"
"http://dbpedia.org/resource/Monty_Python's_Personal_Best","http://dbpedia.org/resource/Terry_Jones","Terry Jones"
"http://dbpedia.org/resource/Teen_Titans:_Trouble_in_Tokyo","http://dbpedia.org/resource/Teen_Titans_(TV_series)","Teen Titans (serie animata)"
"http://dbpedia.org/resource/The_Grand_Hustle","http://dbpedia.org/resource/T.I.","T.I."
"http://dbpedia.org/resource/WCW_Monday_Nitro","http://dbpedia.org/resource/Ted_Turner","Ted Turner"
"http://dbpedia.org/resource/Python_Night_–_30_Years_of_Monty_Python","http://dbpedia.org/resource/Terry_Gilliam","Terry Gilliam"
"http://dbpedia.org/resource/Python_Night_–_30_Years_of_Monty_Python","http://dbpedia.org/resource/Terry_Jones","Terry Jones"
"http://dbpedia.org/resource/Croc_Files","http://dbpedia.org/resource/Terri_Irwin","Terri Irwin"
"http://dbpedia.org/resource/Wellington_Paranormal","http://dbpedia.org/resource/Taika_Waititi","Taika Waititi"
"http://dbpedia.org/resource/Blazing_Dragons","http://dbpedia.org/resource/Terry_Jones","Terry Jones"
"http://dbpedia.org/resource/Monty_Python's_Flying_Circus","http://dbpedia.org/resource/Terry_Gilliam","Terry Gilliam"
"http://dbpedia.org/resource/Monty_Python's_Flying_Circus","http://dbpedia.org/resource/Terry_Jones","Terry Jones"
"http://dbpedia.org/resource/Reservation_Dogs","http://dbpedia.org/resource/Taika_Waititi","Taika Waititi"
"http://dbpedia.org/resource/All-American_Muslim","http://dbpedia.org/resource/TLC_(TV_network)","TLC (Stati Uniti d'America)"
"http://dbpedia.org/resource/Generation_O!","http://dbpedia.org/resource/Suzanne_Collins","Suzanne Collins"
"http://dbpedia.org/resource/TED_Talks_India_Nayi_Soch","http://dbpedia.org/resource/TED_(conference)","TED (conferenza)"
"http://dbpedia.org/resource/TUC_The_Lighter_Side_of_Life","http://dbpedia.org/resource/TUC_(cracker)","Tuc (cracker)"
"http://dbpedia.org/resource/¡Celia_Cruz:_Azúcar!","http://dbpedia.org/resource/Telemundo","Telemundo"
"http://dbpedia.org/resource/Monty_Python's_Fliegender_Zirkus","http://dbpedia.org/resource/Terry_Gilliam","Terry Gilliam"
"http://dbpedia.org/resource/Rain_or_Shine_(TV_series)","http://dbpedia.org/resource/JTBC","JTBC"
"http://dbpedia.org/resource/JTBC_News_Morning&","http://dbpedia.org/resource/JTBC","JTBC"
"http://dbpedia.org/resource/Perfect_on_Paper","http://dbpedia.org/resource/JTBC","JTBC"
"http://dbpedia.org/resource/Blake's_7","http://dbpedia.org/resource/Terry_Nation","Terry Nation"
"http://dbpedia.org/resource/Survivors_(1975_TV_series)","http://dbpedia.org/resource/Terry_Nation","Terry Nation"
"http://dbpedia.org/resource/Survivors_(2008_TV_series)","http://dbpedia.org/resource/Terry_Nation","Terry Nation"
"http://dbpedia.org/resource/Takeshi's_Castle","http://dbpedia.org/resource/Tokyo_Broadcasting_System","Tokyo Broadcasting System"
"http://dbpedia.org/resource/The_Daily_Show","http://dbpedia.org/resource/The_Daily_Show","The Daily Show"
"http://dbpedia.org/resource/Rick_and_Morty","http://dbpedia.org/resource/Justin_Roiland","Justin Roiland"
"http://dbpedia.org/resource/Catastrophe_(2015_TV_series)","http://dbpedia.org/resource/Rob_Delaney","Rob Delaney"
"http://dbpedia.org/resource/Crisis_in_Six_Scenes","http://dbpedia.org/resource/Woody_Allen","Woody Allen"
"http://dbpedia.org/resource/The_Complete_and_Utter_History_of_Britain","http://dbpedia.org/resource/Terry_Jones","Terry Jones"
"http://dbpedia.org/resource/Altered_Carbon_(TV_series)","http://dbpedia.org/resource/Laeta_Kalogridis","Laeta Kalogridis"
"http://dbpedia.org/resource/Eddie_Dodd","http://dbpedia.org/resource/Wesley_Strick","Wesley Strick"
"http://dbpedia.org/resource/Wanda_at_Large","http://dbpedia.org/resource/Wanda_Sykes","Wanda Sykes"
"http://dbpedia.org/resource/House_of_Cosbys","http://dbpedia.org/resource/Justin_Roiland","Justin Roiland"
"http://dbpedia.org/resource/Sky_High_(TV_series)","http://dbpedia.org/resource/Tsutomu_Takahashi","Tsutomu Takahashi"
"http://dbpedia.org/resource/Get_100","http://dbpedia.org/resource/Tokyo_Broadcasting_System","Tokyo Broadcasting System"
"http://dbpedia.org/resource/Solar_Opposites","http://dbpedia.org/resource/Justin_Roiland","Justin Roiland"
"http://dbpedia.org/resource/Monty_Python's_Fliegender_Zirkus","http://dbpedia.org/resource/Terry_Jones","Terry Jones"
"http://dbpedia.org/resource/The_Upshaws","http://dbpedia.org/resource/Wanda_Sykes","Wanda Sykes"
"http://dbpedia.org/resource/The_Wanda_Sykes_Show","http://dbpedia.org/resource/Wanda_Sykes","Wanda Sykes"
"http://dbpedia.org/resource/Ripping_Yarns","http://dbpedia.org/resource/Terry_Jones","Terry Jones"
"http://dbpedia.org/resource/Mark_Loves_Sharon","http://dbpedia.org/resource/Jason_Gann","Jason Gann"
"http://dbpedia.org/resource/Sabotage_City","http://dbpedia.org/resource/JTBC","JTBC"
"http://dbpedia.org/resource/The_Fifth_Corner","http://dbpedia.org/resource/John_Herzfeld","John Herzfeld"
"http://dbpedia.org/resource/The_Good_Detective","http://dbpedia.org/resource/JTBC","JTBC"
"http://dbpedia.org/resource/JTBC_Newsroom","http://dbpedia.org/resource/JTBC","JTBC"
"http://dbpedia.org/resource/More_Than_Friends_(TV_series)","http://dbpedia.org/resource/JTBC","JTBC"
"http://dbpedia.org/resource/Nevertheless_(TV_series)","http://dbpedia.org/resource/JTBC","JTBC"
"http://dbpedia.org/resource/Britannia_(TV_series)","http://dbpedia.org/resource/Jez_Butterworth","Jez Butterworth"
"http://dbpedia.org/resource/D-Day_(TV_series)","http://dbpedia.org/resource/JTBC","JTBC"
"http://dbpedia.org/resource/Beyond_Evil_(TV_series)","http://dbpedia.org/resource/JTBC","JTBC"
"http://dbpedia.org/resource/Max_Headroom_(TV_series)","http://dbpedia.org/resource/Rocky_Morton","Rocky Morton"
"http://dbpedia.org/resource/Misty_(TV_series)","http://dbpedia.org/resource/JTBC","JTBC"
"http://dbpedia.org/resource/The_Max_Headroom_Show","http://dbpedia.org/resource/Rocky_Morton","Rocky Morton"
"http://dbpedia.org/resource/Untouchable_(South_Korean_TV_series)","http://dbpedia.org/resource/JTBC","JTBC"
"http://dbpedia.org/resource/Scandal_Supervisor","http://dbpedia.org/resource/JTBC","JTBC"
"http://dbpedia.org/resource/Life's_Too_Short_(TV_series)","http://dbpedia.org/resource/Warwick_Davis","Warwick Davis"
"http://dbpedia.org/resource/Hush_(TV_series)","http://dbpedia.org/resource/JTBC","JTBC"
"http://dbpedia.org/resource/The_Package_(TV_series)","http://dbpedia.org/resource/JTBC","JTBC"
"http://dbpedia.org/resource/Law_School_(TV_series)","http://dbpedia.org/resource/JTBC","JTBC"
"http://dbpedia.org/resource/Lee_Kyu-yeon's_Spotlight","http://dbpedia.org/resource/JTBC","JTBC"
"http://dbpedia.org/resource/Sisyphus:_The_Myth","http://dbpedia.org/resource/JTBC","JTBC"
"http://dbpedia.org/resource/Graceful_Friends","http://dbpedia.org/resource/JTBC","JTBC"
"http://dbpedia.org/resource/Dr._Vegas","http://dbpedia.org/resource/John_Herzfeld","John Herzfeld"
"http://dbpedia.org/resource/Wilfred_(American_TV_series)","http://dbpedia.org/resource/Jason_Gann","Jason Gann"
"http://dbpedia.org/resource/Wilfred_(Australian_TV_series)","http://dbpedia.org/resource/Jason_Gann","Jason Gann"
"http://dbpedia.org/resource/Mix_Nine","http://dbpedia.org/resource/JTBC","JTBC"
"http://dbpedia.org/resource/Can't_Stand_Anymore","http://dbpedia.org/resource/JTBC","JTBC"
"http://dbpedia.org/resource/Something_in_the_Rain","http://dbpedia.org/resource/JTBC","JTBC"
"http://dbpedia.org/resource/Sweet_Munchies","http://dbpedia.org/resource/JTBC","JTBC"
"http://dbpedia.org/resource/Second_Chance_(2016_TV_series)","http://dbpedia.org/resource/Rand_Ravich","Rand Ravich"
"http://dbpedia.org/resource/Muppets_Tonight","http://dbpedia.org/resource/The_Jim_Henson_Company","Jim Henson Productions"
"http://dbpedia.org/resource/Boardwalk_Empire","http://dbpedia.org/resource/Terence_Winter","Terence Winter"
"http://dbpedia.org/resource/Porky_Pig","http://dbpedia.org/resource/Tex_Avery","Tex Avery"
"http://dbpedia.org/resource/The_District","http://dbpedia.org/resource/Terry_George","Terry George"
"http://dbpedia.org/resource/The_Fantastic_Miss_Piggy_Show","http://dbpedia.org/resource/The_Jim_Henson_Company","Jim Henson Productions"
"http://dbpedia.org/resource/The_Muppets_Go_to_the_Movies","http://dbpedia.org/resource/The_Jim_Henson_Company","Jim Henson Productions"
"http://dbpedia.org/resource/A.V._Undercover","http://dbpedia.org/resource/The_A.V._Club","The A.V. Club"
"http://dbpedia.org/resource/Crisis_(TV_series)","http://dbpedia.org/resource/Rand_Ravich","Rand Ravich"
"http://dbpedia.org/resource/Daffy_Duck","http://dbpedia.org/resource/Tex_Avery","Tex Avery"
"http://dbpedia.org/resource/The_Defenders_(1961_TV_series)","http://dbpedia.org/resource/Reginald_Rose","Reginald Rose"
"http://dbpedia.org/resource/Vinyl_(TV_series)","http://dbpedia.org/resource/Terence_Winter","Terence Winter"
"http://dbpedia.org/resource/Life_(American_TV_series)","http://dbpedia.org/resource/Rand_Ravich","Rand Ravich"
"http://dbpedia.org/resource/Adventure_Story_(1961_TV_play)","http://dbpedia.org/resource/Terence_Rattigan","Terence Rattigan"
"http://dbpedia.org/resource/Granny_(Looney_Tunes)","http://dbpedia.org/resource/Tex_Avery","Tex Avery"
"http://dbpedia.org/resource/The_Muppets_Go_Hollywood","http://dbpedia.org/resource/The_Jim_Henson_Company","Jim Henson Productions"
"http://dbpedia.org/resource/Brzydula","http://dbpedia.org/resource/Wojciech_Smarzowski","Wojciech Smarzowski"
"http://dbpedia.org/resource/City_of_Men","http://dbpedia.org/resource/Kátia_Lund","Kátia Lund"
"http://dbpedia.org/resource/Garfield_Originals","http://dbpedia.org/resource/The_Garfield_Show","The Garfield Show"
"http://dbpedia.org/resource/The_Kwicky_Koala_Show","http://dbpedia.org/resource/Tex_Avery","Tex Avery"
"http://dbpedia.org/resource/George_and_Junior","http://dbpedia.org/resource/Tex_Avery","Tex Avery"
"http://dbpedia.org/resource/Sid_the_Science_Kid","http://dbpedia.org/resource/The_Jim_Henson_Company","Jim Henson Productions"
"http://dbpedia.org/resource/The_Muppets:_A_Celebration_of_30_Years","http://dbpedia.org/resource/The_Jim_Henson_Company","Jim Henson Productions"
