"binding","subjOfProp","label"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Atlas_(DC_Comics)","Atlas (DC Comics)"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Big_Barda","Big Barda"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Betty_Ross","Betty Ross"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Black_Panther_(character)","Pantera Nera (personaggio)"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Black_Racer_(DC_Comics)","Black Racer"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Blob_(comics)","Blob (Marvel Comics)"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Boomerang_(comics)","Boomerang (personaggio)"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Absorbing_Man","Uomo Assorbente"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Pinky_Pinkerton","Pinky Pinkerton"
"http://dbpedia.org/resource/James_Gunn","http://dbpedia.org/resource/James_Gunn's_PG_Porn","James Gunn's PG Porn"
"http://dbpedia.org/resource/James_Joyce","http://dbpedia.org/resource/Leopold_Bloom","Leopold Bloom"
"http://dbpedia.org/resource/James_Joyce","http://dbpedia.org/resource/Molly_Bloom","Molly Bloom"
"http://dbpedia.org/resource/James_Lee_(screenwriter)","http://dbpedia.org/resource/Rafferty_(TV_series)","Professione medico"
"http://dbpedia.org/resource/Javier_Calvo_(actor)","http://dbpedia.org/resource/Paquita_Salas","Paquita Salas"
"http://dbpedia.org/resource/Jean-Marc_Lofficier","http://dbpedia.org/resource/Phobos_(Marvel_Comics)","Phobos (Marvel Comics)"
"http://dbpedia.org/resource/Jeff_%22Swampy%22_Marsh","http://dbpedia.org/resource/Perry_the_Platypus","Perry l'ornitorinco"
"http://dbpedia.org/resource/Jeff_Lindsay_(writer)","http://dbpedia.org/resource/María_LaGuerta","María LaGuerta"
"http://dbpedia.org/resource/Jim_Jefferies_(comedian)","http://dbpedia.org/resource/Legit_(2013_TV_series)","Legit (serie televisiva 2013)"
"http://dbpedia.org/resource/Jim_Lee","http://dbpedia.org/resource/Wild_C.A.T.s","La sfera del tempio orientale"
"http://dbpedia.org/resource/Jim_Lee","http://dbpedia.org/resource/Backlash_(Marc_Slayton)","Marc Slayton"
"http://dbpedia.org/resource/Jim_Mooney","http://dbpedia.org/resource/Gim_Allon","Colossal Boy"
"http://dbpedia.org/resource/Jim_Mooney","http://dbpedia.org/resource/Erik_Josten","Erik Josten"
"http://dbpedia.org/resource/Jim_Mooney","http://dbpedia.org/resource/Reep_Daggle","Reep Daggle"
"http://dbpedia.org/resource/Jim_Mooney","http://dbpedia.org/resource/Brainiac_5","Brainiac 5"
"http://dbpedia.org/resource/John_Hyams","http://dbpedia.org/resource/Black_Summer_(TV_series)","Black Summer"
"http://dbpedia.org/resource/Jon_Hurwitz","http://dbpedia.org/resource/Cobra_Kai","Cobra Kai"
"http://dbpedia.org/resource/Mitchell_Hurwitz","http://dbpedia.org/resource/Arrested_Development","Arrested Development - Ti presento i miei"
"http://dbpedia.org/resource/Tomonobu_Itagaki","http://dbpedia.org/resource/Ayane_(Dead_or_Alive)","Ayane"
"http://dbpedia.org/resource/Edith_Pargeter","http://dbpedia.org/resource/Cadfael","Fratello Cadfael"
"http://dbpedia.org/resource/Enrico_Oldoini","http://dbpedia.org/resource/Un_passo_dal_cielo","Un passo dal cielo"
"http://dbpedia.org/resource/Fred_Olen_Ray","http://dbpedia.org/resource/The_Lair","The Lair"
"http://dbpedia.org/resource/Gene_Palumbo","http://dbpedia.org/resource/Rituals_(TV_series)","Rituals (soap opera)"
"http://dbpedia.org/resource/George_Orwell","http://dbpedia.org/resource/Big_Brother_(Nineteen_Eighty-Four)","Grande Fratello (1984)"
"http://dbpedia.org/resource/George_Papp","http://dbpedia.org/resource/Roy_Harper_(character)","Roy Harper (personaggio)"
"http://dbpedia.org/resource/George_Papp","http://dbpedia.org/resource/Dev-Em","Dev-Em"
"http://dbpedia.org/resource/George_Papp","http://dbpedia.org/resource/Beppo_(comics)","Beppo"
"http://dbpedia.org/resource/George_Papp","http://dbpedia.org/resource/Bizarro","Bizzarro"
"http://dbpedia.org/resource/Greg_Pak","http://dbpedia.org/resource/Miek","Miek"
"http://dbpedia.org/resource/John_Ostrander","http://dbpedia.org/resource/Ravan_(comics)","Ravan"
"http://dbpedia.org/resource/John_Ostrander","http://dbpedia.org/resource/Atom_(character)","Atomo (personaggio)"
"http://dbpedia.org/resource/John_Ostrander","http://dbpedia.org/resource/Barbara_Gordon","Barbara Gordon"
"http://dbpedia.org/resource/Matt_Olmstead","http://dbpedia.org/resource/Blind_Justice_(TV_series)","Blind Justice"
"http://dbpedia.org/resource/Michael_Avon_Oeming","http://dbpedia.org/resource/Phobos_(Marvel_Comics)","Phobos (Marvel Comics)"
"http://dbpedia.org/resource/Michael_Palin","http://dbpedia.org/resource/Parrot_Sketch_Not_Included_–_20_Years_of_Monty_Python","Parrot Sketch Not Included - 20 Years of Monty Python"
"http://dbpedia.org/resource/Michael_Palin","http://dbpedia.org/resource/Monty_Python's_Personal_Best","Monty Python's Personal Best"
"http://dbpedia.org/resource/Noriaki_Yuasa","http://dbpedia.org/resource/Gamera","Gamera"
"http://dbpedia.org/resource/Nunzio_DeFilippis","http://dbpedia.org/resource/Wither_(comics)","Wither (personaggio)"
"http://dbpedia.org/resource/Nunzio_DeFilippis","http://dbpedia.org/resource/Prodigy_(David_Alleyne)","Prodigy (David Alleyne)"
"http://dbpedia.org/resource/Olen_Steinhauer","http://dbpedia.org/resource/Berlin_Station_(TV_series)","Berlin Station"
"http://dbpedia.org/resource/Osamu_Tezuka","http://dbpedia.org/resource/Black_Jack_(manga_character)","Black Jack (personaggio)"
"http://dbpedia.org/resource/Pat_Olliffe","http://dbpedia.org/resource/Scorcher_(comics)","Ustionatore"
"http://dbpedia.org/resource/Patrick_Gleason_(artist)","http://dbpedia.org/resource/Isamot_Kol","Isamot Kol"
"http://dbpedia.org/resource/Patrick_O'Brian","http://dbpedia.org/resource/Jack_Aubrey","Jack Aubrey"
"http://dbpedia.org/resource/Paul_Jenkins_(writer)","http://dbpedia.org/resource/Robbie_Baldwin","Robbie Baldwin"
"http://dbpedia.org/resource/Paul_Jenkins_(writer)","http://dbpedia.org/resource/Sentry_(Robert_Reynolds)","Sentry (Robert Reynolds)"
"http://dbpedia.org/resource/Ian_Brennan_(writer)","http://dbpedia.org/resource/Puck_(Glee)","Noah Puckerman"
"http://dbpedia.org/resource/Ian_Brennan_(writer)","http://dbpedia.org/resource/Sue_Sylvester","Sue Sylvester"
"http://dbpedia.org/resource/Ian_Fleming","http://dbpedia.org/resource/Julius_No","Dr. No (James Bond)"
"http://dbpedia.org/resource/Ian_Fleming","http://dbpedia.org/resource/Miss_Moneypenny","Miss Moneypenny"
"http://dbpedia.org/resource/Ian_Fleming","http://dbpedia.org/resource/Rosa_Klebb","Rosa Klebb"
"http://dbpedia.org/resource/Ilana_Frank","http://dbpedia.org/resource/The_Eleventh_Hour_(Canadian_TV_series)","L'undicesima ora"
"http://dbpedia.org/resource/Iwao_Takamoto","http://dbpedia.org/resource/Muttley","Muttley"
"http://dbpedia.org/resource/J._D._Salinger","http://dbpedia.org/resource/Holden_Caulfield","Holden Caulfield"
"http://dbpedia.org/resource/J._H._Williams_III","http://dbpedia.org/resource/Merry_Pemberton","Merry Pemberton"
"http://dbpedia.org/resource/J._K._Rowling","http://dbpedia.org/resource/Luna_Lovegood","Luna Lovegood"
"http://dbpedia.org/resource/J._K._Rowling","http://dbpedia.org/resource/Lord_Voldemort","Lord Voldemort"
"http://dbpedia.org/resource/J._K._Rowling","http://dbpedia.org/resource/Fred_and_George_Weasley","Fred e George Weasley"
"http://dbpedia.org/resource/J._K._Rowling","http://dbpedia.org/resource/Cedric_Diggory","Cedric Diggory"
"http://dbpedia.org/resource/J._K._Rowling","http://dbpedia.org/resource/Minerva_McGonagall","Minerva McGranitt"
"http://dbpedia.org/resource/J._Michael_Straczynski","http://dbpedia.org/resource/Sense8","Sense8"
"http://dbpedia.org/resource/J._Michael_Straczynski","http://dbpedia.org/resource/Morlun","Morlun"
"http://dbpedia.org/resource/Jack_Black","http://dbpedia.org/resource/Tenacious_D_in_Post-Apocalypto","Tenacious D e post apocalypto"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Professor_X","Professor X"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Puppet_Master_(Marvel_Comics)","Burattinaio (personaggio)"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Quicksilver_(Marvel_Comics)","Quicksilver"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Baron_Strucker","Barone Strucker"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Steppenwolf_(comics)","Steppenwolf (personaggio)"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Super-Skrull","Super-Skrull"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Forager_(character)","Foraggiere"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Hulk_(Ultimate_Marvel_character)","Ultimate Hulk"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Devilance","Devilance"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Lightray_(character)","Raggio di Luce"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Annihilus","Annihilus"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Master_Mold","Master Mold"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Molecule_Man","Molecola (personaggio)"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Morgaine_le_Fey_(DC_Comics)","Morgana Le Fey (DC Comics)"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Nick_Fury","Nick Fury"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Nick_Fury_(Ultimate_Marvel_character)","Ultimate Nick Fury"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Mole_Man","Uomo Talpa"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Highfather","Altopadre"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Fin_Fang_Foom","Fin Fang Foom"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Bucky_(Marvel_Comics)","Bucky"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Bucky_Barnes","Bucky Barnes"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Captain_America","Capitan America"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Crystal_(comics)","Crystal (personaggio)"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Cyclops_(Marvel_Comics)","Ciclope (Marvel Comics)"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Diablo_(Marvel_Comics)","Diablo (Marvel Comics)"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Doctor_Faustus_(comics)","Dottor Faustus (Marvel Comics)"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Etrigan_the_Demon","Etrigan"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Adam_Warlock","Adam Warlock"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Mastermind_(Jason_Wyngarde)","Jason Wyngarde"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Maximus_(comics)","Maximus"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Medusa_(comics)","Medusa (Marvel Comics)"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Metron_(character)","Metron (personaggio)"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Miracle_Man","Uomo dei Miracoli"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Dark_Beast","Bestia Nera"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Darkseid","Darkseid"
"http://dbpedia.org/resource/Jack_Thorne","http://dbpedia.org/resource/The_Eddy","The Eddy"
"http://dbpedia.org/resource/Jack_Thorne","http://dbpedia.org/resource/The_Last_Panthers","The Last Panthers"
"http://dbpedia.org/resource/James_Joyce","http://dbpedia.org/resource/Stephen_Dedalus","Stephen Dedalus"
"http://dbpedia.org/resource/James_Robinson_(writer)","http://dbpedia.org/resource/Johnny_Sorrow","Johnny Sorrow"
"http://dbpedia.org/resource/Jamie_Hewlett","http://dbpedia.org/resource/Murdoc_Niccals","Murdoc Niccals"
"http://dbpedia.org/resource/Jamie_Hewlett","http://dbpedia.org/resource/2-D_(character)","2D (personaggio)"
"http://dbpedia.org/resource/Jeff_%22Swampy%22_Marsh","http://dbpedia.org/resource/Milo_Murphy's_Law","La legge di Milo Murphy"
"http://dbpedia.org/resource/Jeff_%22Swampy%22_Marsh","http://dbpedia.org/resource/Ferb_Fletcher","Ferb Fletcher"
"http://dbpedia.org/resource/Jeff_Davis_(writer)","http://dbpedia.org/resource/Criminal_Minds","Criminal Minds"
"http://dbpedia.org/resource/Jeff_Lindsay_(writer)","http://dbpedia.org/resource/Vince_Masuka","Vince Masuka"
"http://dbpedia.org/resource/Jeff_Lindsay_(writer)","http://dbpedia.org/resource/Debra_Morgan","Debra Morgan"
"http://dbpedia.org/resource/Jeff_Lindsay_(writer)","http://dbpedia.org/resource/Dexter_Morgan","Dexter Morgan"
"http://dbpedia.org/resource/Jeff_Lindsay_(writer)","http://dbpedia.org/resource/James_Doakes","James Doakes"
"http://dbpedia.org/resource/Jeff_Martin_(writer)","http://dbpedia.org/resource/Comic_Book_Guy","Uomo dei fumetti"
"http://dbpedia.org/resource/Jeffrey_Bell","http://dbpedia.org/resource/The_Protector_(American_TV_series)","The Protector (serie televisiva 2011)"
"http://dbpedia.org/resource/Jeri_Taylor","http://dbpedia.org/resource/Star_Trek:_Voyager","Star Trek: Voyager"
"http://dbpedia.org/resource/Jerry_Iger","http://dbpedia.org/resource/Neon_the_Unknown","Neon lo Sconosciuto"
"http://dbpedia.org/resource/Jess_Oppenheimer","http://dbpedia.org/resource/The_Lucy–Desi_Comedy_Hour","The Lucy-Desi Comedy Hour"
"http://dbpedia.org/resource/Jess_Oppenheimer","http://dbpedia.org/resource/The_Debbie_Reynolds_Show","Ciao Debby!"
"http://dbpedia.org/resource/Jesse_Hernandez_(artist)","http://dbpedia.org/resource/The_Nutshack","The Nutshack"
"http://dbpedia.org/resource/Jim_Lee","http://dbpedia.org/resource/Deathblow_(comics)","Deathblow"
"http://dbpedia.org/resource/Jim_Mooney","http://dbpedia.org/resource/Prowler_(Marvel_Comics)","Prowler"
"http://dbpedia.org/resource/Jim_Mooney","http://dbpedia.org/resource/Foolkiller","Insanicida"
"http://dbpedia.org/resource/Jim_Mooney","http://dbpedia.org/resource/Streaky_the_Supercat","Streaky"
"http://dbpedia.org/resource/Jim_Mooney","http://dbpedia.org/resource/Carrion_(comics)","Carrion"
"http://dbpedia.org/resource/Jim_Mooney","http://dbpedia.org/resource/Catman_(DC_Comics)","Catman (DC Comics)"
"http://dbpedia.org/resource/John_Dickson_Carr","http://dbpedia.org/resource/Sir_Henry_Merrivale","Sir Henry Merrivale"
"http://dbpedia.org/resource/Koji_Igarashi","http://dbpedia.org/resource/Soma_Cruz","Soma Cruz"
"http://dbpedia.org/resource/Paul_Jennings_(Australian_author)","http://dbpedia.org/resource/Round_the_Twist","Il faro incantato"
"http://dbpedia.org/resource/Satoru_Iwata","http://dbpedia.org/resource/Nintendo_Direct","Nintendo Direct"
"http://dbpedia.org/resource/Shahrukh_Husain","http://dbpedia.org/resource/Beecham_House","Beecham House"
"http://dbpedia.org/resource/Shigesato_Itoi","http://dbpedia.org/resource/Ness_(EarthBound)","Ness (EarthBound)"
"http://dbpedia.org/resource/Enrico_Oldoini","http://dbpedia.org/resource/Don_Matteo","Don Matteo"
"http://dbpedia.org/resource/Gene_Palumbo","http://dbpedia.org/resource/Mindy_Lewis","Mindy Lewis"
"http://dbpedia.org/resource/Greg_Pak","http://dbpedia.org/resource/Hiroim","Hiroim"
"http://dbpedia.org/resource/Irv_Novick","http://dbpedia.org/resource/Electrocutioner","Electrocutioner"
"http://dbpedia.org/resource/Irv_Novick","http://dbpedia.org/resource/Patty_Spivot","Patty Spivot"
"http://dbpedia.org/resource/Irv_Novick","http://dbpedia.org/resource/Bumblebee_(comics)","Bumblebee (DC Comics)"
"http://dbpedia.org/resource/James_D._Parriott","http://dbpedia.org/resource/Defying_Gravity_(TV_series)","Defying Gravity - Le galassie del cuore"
"http://dbpedia.org/resource/Jim_Paratore","http://dbpedia.org/resource/TMZ_on_TV","TMZ on TV"
"http://dbpedia.org/resource/John_Ostrander","http://dbpedia.org/resource/Queen_Bee_(comics)","Queen Bee"
"http://dbpedia.org/resource/Lise_Nørgaard","http://dbpedia.org/resource/Matador_(Danish_TV_series)","Monopoly (serie televisiva)"
"http://dbpedia.org/resource/Michael_Palin","http://dbpedia.org/resource/Python_Night_–_30_Years_of_Monty_Python","Python Night - 30 Years of Monty Python"
"http://dbpedia.org/resource/Miguel_Otero_Silva","http://dbpedia.org/resource/Cuando_quiero_llorar_no_lloro_(TV_series)","Vittorino (telenovela)"
"http://dbpedia.org/resource/Nunzio_DeFilippis","http://dbpedia.org/resource/Pixie_(X-Men)","Megan Gwynn"
"http://dbpedia.org/resource/Nunzio_DeFilippis","http://dbpedia.org/resource/Mercury_(Marvel_Comics)","Mercury (Marvel Comics)"
"http://dbpedia.org/resource/Ozzie_Nelson","http://dbpedia.org/resource/The_Adventures_of_Ozzie_and_Harriet","The Adventures of Ozzie and Harriet"
"http://dbpedia.org/resource/Paolo_Sorrentino","http://dbpedia.org/resource/The_New_Pope","The New Pope"
"http://dbpedia.org/resource/Patrick_Gleason_(artist)","http://dbpedia.org/resource/Soranik_Natu","Soranik Natu"
"http://dbpedia.org/resource/Patrick_O'Brian","http://dbpedia.org/resource/Stephen_Maturin","Stephen Maturin"
"http://dbpedia.org/resource/Paul_Rose_(writer)","http://dbpedia.org/resource/Dani's_Castle","Dani's Castle"
"http://dbpedia.org/resource/Paul_Rose_(writer)","http://dbpedia.org/resource/Dani's_House","Dani's House"
"http://dbpedia.org/resource/Ian_Brennan_(writer)","http://dbpedia.org/resource/Finn_Hudson","Finn Hudson"
"http://dbpedia.org/resource/Ian_Brennan_(writer)","http://dbpedia.org/resource/Quinn_Fabray","Quinn Fabray"
"http://dbpedia.org/resource/Ian_Brennan_(writer)","http://dbpedia.org/resource/Glee_(TV_series)","Glee (serie televisiva)"
"http://dbpedia.org/resource/Ian_Fleming","http://dbpedia.org/resource/Tracy_Bond","Tracy Bond"
"http://dbpedia.org/resource/Ian_Fleming","http://dbpedia.org/resource/Tiffany_Case","Tiffany Case"
"http://dbpedia.org/resource/Ian_Fleming","http://dbpedia.org/resource/M_(James_Bond)","M (James Bond)"
"http://dbpedia.org/resource/Ian_Fleming","http://dbpedia.org/resource/Vesper_Lynd","Vesper Lynd"
"http://dbpedia.org/resource/Ian_Fleming","http://dbpedia.org/resource/Honey_Ryder","Honey Ryder"
"http://dbpedia.org/resource/Ian_Fleming","http://dbpedia.org/resource/Domino_Vitali","Domino Vitali"
"http://dbpedia.org/resource/Ian_Fleming","http://dbpedia.org/resource/Hugo_Drax","Hugo Drax"
"http://dbpedia.org/resource/Ian_Fleming","http://dbpedia.org/resource/Francisco_Scaramanga","Francisco Scaramanga"
"http://dbpedia.org/resource/Ian_Fleming","http://dbpedia.org/resource/Pussy_Galore","Pussy Galore"
"http://dbpedia.org/resource/J._K._Rowling","http://dbpedia.org/resource/Ron_Weasley","Ron Weasley"
"http://dbpedia.org/resource/J._K._Rowling","http://dbpedia.org/resource/Dolores_Umbridge","Dolores Umbridge"
"http://dbpedia.org/resource/J._K._Rowling","http://dbpedia.org/resource/Neville_Longbottom","Neville Paciock"
"http://dbpedia.org/resource/J._K._Rowling","http://dbpedia.org/resource/Remus_Lupin","Remus Lupin"
"http://dbpedia.org/resource/J._K._Rowling","http://dbpedia.org/resource/Draco_Malfoy","Draco Malfoy"
"http://dbpedia.org/resource/J._K._Rowling","http://dbpedia.org/resource/Ginny_Weasley","Ginny Weasley"
"http://dbpedia.org/resource/J._K._Rowling","http://dbpedia.org/resource/Hermione_Granger","Hermione Granger"
"http://dbpedia.org/resource/J._Michael_Straczynski","http://dbpedia.org/resource/Ezekiel_(comics)","Ezekiel (Marvel Comics)"
"http://dbpedia.org/resource/J._R._R._Tolkien","http://dbpedia.org/resource/Galadriel","Galadriel"
"http://dbpedia.org/resource/Jac_Schaeffer","http://dbpedia.org/resource/WandaVision","WandaVision"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Wasp_(character)","Wasp (personaggio)"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Baron_Zemo","Barone Zemo"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Unus_the_Untouchable","Unus"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Mr._Scarlet_and_Pinky_the_Whiz_Kid","Mister Scarlet"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Iron_Lad","Iron Lad"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Super-Adaptoid","Super-Adattoide"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/High_Evolutionary","Alto Evoluzionario"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Thena","Thena"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Warren_Worthington_III","Warren Worthington III"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Lockjaw_(comics)","Lockjaw"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Magneto_(Marvel_Comics)","Magneto"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Maker_(Reed_Richards)","Ultimate Mister Fantastic"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Makkari_(comics)","Makkari"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Manhunter_(comics)","Manhunter (personaggio)"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Mantis_(DC_Comics)","Mantis (DC Comics)"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Ajak","Ajak"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Ant-Man","Ant-Man"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Doctor_Doom","Dottor Destino"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Dum_Dum_Dugan","Dum Dum Dugan"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Edwin_Jarvis","Edwin Jarvis"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Egghead_(Marvel_Comics)","Testa d'Uovo"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Ego_the_Living_Planet","Ego il Pianeta vivente"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Enchantress_(Marvel_Comics)","Incantatrice (Marvel Comics)"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Morgan_Edge","Morgan Edge"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Fantastic_Four_(1967_TV_series)","I Fantastici Quattro (serie animata 1967)"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Fantastic_Four_(1994_TV_series)","I Fantastici Quattro (serie animata 1994)"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Franklin_Richards_(comics)","Franklin Richards"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/The_New_Fantastic_Four","The Fantastic Four (serie animata)"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Glorious_Godfrey","Glorioso Godfrey"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Granny_Goodness","Granny Goodness"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Groot","Groot"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Guardian_(DC_Comics)","Guardiano (DC Comics)"
"http://dbpedia.org/resource/Jack_Kirby","http://dbpedia.org/resource/Jean_Grey","Jean Grey"
"http://dbpedia.org/resource/Jack_Thorne","http://dbpedia.org/resource/The_Fades_(TV_series)","The Fades"
"http://dbpedia.org/resource/Jack_Thorne","http://dbpedia.org/resource/Glue_(TV_series)","Glue (miniserie televisiva)"
"http://dbpedia.org/resource/James_Baxter_(animator)","http://dbpedia.org/resource/Ariel_(The_Little_Mermaid)","Ariel (Disney)"
"http://dbpedia.org/resource/James_Duff_(writer)","http://dbpedia.org/resource/Major_Crimes_(TV_series)","Major Crimes"
"http://dbpedia.org/resource/James_Robinson_(writer)","http://dbpedia.org/resource/Doctor_Fate","Dottor Fate"
"http://dbpedia.org/resource/James_Rolfe","http://dbpedia.org/resource/Angry_Video_Game_Nerd","The Angry Video Game Nerd"
"http://dbpedia.org/resource/Javier_Calvo_(actor)","http://dbpedia.org/resource/Veneno_(TV_series)","Veneno (miniserie televisiva)"
"http://dbpedia.org/resource/Jean_Barrett_(novelist)","http://dbpedia.org/resource/Werewolf_by_Night","Licantropus"
"http://dbpedia.org/resource/Jeff_%22Swampy%22_Marsh","http://dbpedia.org/resource/Candace_Flynn","Candace Flynn"
"http://dbpedia.org/resource/Jeff_%22Swampy%22_Marsh","http://dbpedia.org/resource/Phineas_Flynn","Phineas Flynn"
"http://dbpedia.org/resource/Jeff_Davis_(writer)","http://dbpedia.org/resource/Elle_Greenaway","Elle Greenaway"
"http://dbpedia.org/resource/Jeff_Lindsay_(writer)","http://dbpedia.org/resource/Angel_Batista","Angel Batista"
"http://dbpedia.org/resource/Jeff_Parker_(comics)","http://dbpedia.org/resource/Venus_(Marvel_Comics)","Venus (Timely Comics)"
"http://dbpedia.org/resource/Jeff_Parker_(comics)","http://dbpedia.org/resource/She-Hulk_(Lyra)","Lyra (Marvel Comics)"
"http://dbpedia.org/resource/Jerry_Iger","http://dbpedia.org/resource/Firebrand_(DC_Comics)","Firebrand (DC Comics)"
"http://dbpedia.org/resource/Jerry_Zucker","http://dbpedia.org/resource/Frank_Drebin","Frank Drebin"
"http://dbpedia.org/resource/Jim_Lee","http://dbpedia.org/resource/Voodoo_(Wildstorm)","Voodoo (personaggio)"
"http://dbpedia.org/resource/Jim_Lee","http://dbpedia.org/resource/Warblade_(comics)","Warblade"
"http://dbpedia.org/resource/Jim_Lee","http://dbpedia.org/resource/Mr._Majestic","Mister Majestic"
"http://dbpedia.org/resource/Jim_Lee","http://dbpedia.org/resource/Trevor_Fitzroy","Trevor Fitzroy"
"http://dbpedia.org/resource/Jim_Lee","http://dbpedia.org/resource/Gambit_(comics)","Gambit"
"http://dbpedia.org/resource/Jim_Lee","http://dbpedia.org/resource/Grifter_(character)","Grifter"
"http://dbpedia.org/resource/Jim_Mooney","http://dbpedia.org/resource/Bouncing_Boy","Bouncing Boy"
